t,area
2.440002e-02, 0.0
2.450045e-02, 0.0
2.460047e-02, 0.0
2.470007e-02, 0.0
2.480026e-02, 0.0
2.490003e-02, 0.0
2.500038e-02, 0.0
2.510031e-02, 0.0
2.520033e-02, 0.0
2.530042e-02, 0.0
2.540011e-02, 0.0
2.550036e-02, 0.0
2.560020e-02, 0.0
2.570012e-02, 0.0
2.580012e-02, 0.0
2.590019e-02, 0.0
2.600034e-02, 0.0
2.610009e-02, 0.0
2.620038e-02, 0.0
2.630028e-02, 0.0
2.640024e-02, 0.0
2.650028e-02, 0.0
2.660039e-02, 0.0
2.670011e-02, 0.0
2.680035e-02, 0.0
2.690021e-02, 0.0
2.700014e-02, 0.0
2.710014e-02, 0.0
2.720021e-02, 0.0
2.730035e-02, 0.0
2.740011e-02, 0.0
2.750039e-02, 0.0
2.760028e-02, 0.0
2.770024e-02, 0.0
2.780026e-02, 0.0
2.790034e-02, 0.0
2.800005e-02, 0.0
2.810026e-02, 0.0
2.820010e-02, 0.0
2.830002e-02, 0.0
2.840002e-02, 0.0
2.850009e-02, 0.0
2.860023e-02, 0.0
2.870002e-02, 0.0
2.880029e-02, 0.0
2.890019e-02, 0.0
2.900014e-02, 0.0
2.910014e-02, 0.0
2.920018e-02, 0.0
2.930029e-02, 0.0
2.940005e-02, 0.0
2.950030e-02, 0.0
2.960023e-02, 0.0
2.970026e-02, 0.0
2.980040e-02, 0.0
2.990022e-02, 0.0
3.000011e-02, 0.0
3.010004e-02, 0.0
3.020039e-02, 0.0
3.030035e-02, 0.0
3.040031e-02, 0.0
3.050034e-02, 0.0
3.060005e-02, 0.0
3.070024e-02, 0.0
3.080015e-02, 0.0
3.090019e-02, 0.0
3.100036e-02, 0.0
3.110028e-02, 0.0
3.120029e-02, 0.0
3.130033e-02, 0.0
3.140037e-02, 0.0
3.150036e-02, 0.0
3.160036e-02, 0.0
3.170006e-02, 0.0
3.180022e-02, 0.0
3.190008e-02, 0.0
3.200004e-02, 0.0
3.210011e-02, 0.0
3.220031e-02, 0.0
3.230026e-02, 0.0
3.240033e-02, 0.0
3.250010e-02, 0.0
3.260029e-02, 0.0
3.270014e-02, 0.0
3.280035e-02, 0.0
3.290020e-02, 0.0
3.300009e-02, 0.0
3.310004e-02, 0.0
3.320009e-02, 0.0
3.330029e-02, 0.0
3.340030e-02, 0.0
3.350014e-02, 0.0
3.360016e-02, 0.0
3.370029e-02, 0.0
3.380010e-02, 0.0
3.390024e-02, 0.0
3.400030e-02, 0.0
3.410035e-02, 0.0
3.420011e-02, 0.0
3.430029e-02, 0.0
3.440018e-02, 0.0
3.450018e-02, 0.0
3.460032e-02, 0.0
3.470027e-02, 0.0
3.480006e-02, 0.0
3.490005e-02, 0.0
3.500019e-02, 0.0
3.510006e-02, 0.0
3.520030e-02, 0.0
3.530016e-02, 0.0
3.540029e-02, 0.0
3.550007e-02, 0.0
3.560026e-02, 0.0
3.570019e-02, 0.0
3.580026e-02, 0.0
3.590019e-02, 0.0
3.600003e-02, 0.0
3.610011e-02, 0.0
3.620004e-02, 0.0
3.630012e-02, 0.0
3.640021e-02, 0.0
3.650021e-02, 0.0
3.660010e-02, 0.0
3.670033e-02, 0.0
3.680031e-02, 0.0
3.690002e-02, 0.0
3.700019e-02, 0.0
3.710025e-02, 0.0
3.720019e-02, 0.0
3.730001e-02, 0.0
3.740004e-02, 0.0
3.750024e-02, 0.0
3.760014e-02, 0.0
3.770029e-02, 0.0
3.780004e-02, 0.0
3.790008e-02, 0.0
3.800017e-02, 0.0
3.810007e-02, 0.0
3.820019e-02, 0.0
3.830029e-02, 0.0
3.840032e-02, 0.0
3.850021e-02, 0.0
3.860026e-02, 0.0
3.870000e-02, 0.0
3.880028e-02, 0.0
3.890017e-02, 0.0
3.900005e-02, 0.0
3.910022e-02, 0.0
3.920007e-02, 0.0
3.930005e-02, 0.0
3.940028e-02, 0.0
3.950021e-02, 0.0
3.960020e-02, 0.0
3.970028e-02, 0.0
3.980031e-02, 0.0
3.990010e-02, 0.0
4.000012e-02, 0.0
4.010026e-02, 0.0
4.020024e-02, 0.0
4.030031e-02, 0.0
4.040018e-02, 0.0
4.050025e-02, 0.0
4.060002e-02, 0.0
4.070009e-02, 0.0
4.080007e-02, 0.0
4.090026e-02, 0.0
4.100026e-02, 0.0
4.110028e-02, 0.0
4.120022e-02, 0.0
4.130028e-02, 0.0
4.140023e-02, 0.0
4.150008e-02, 0.0
4.160012e-02, 0.0
4.170004e-02, 0.0
4.180012e-02, 0.0
4.190028e-02, 0.0
4.200020e-02, 0.0
4.210020e-02, 0.0
4.220007e-02, 0.0
4.230014e-02, 0.0
4.240004e-02, 0.0
4.250002e-02, 0.0
4.260002e-02, 0.0
4.270024e-02, 0.0
4.280026e-02, 0.0
4.290021e-02, 0.0
4.300005e-02, 0.0
4.310004e-02, 0.0
4.320012e-02, 0.0
4.330010e-02, 0.0
4.340006e-02, 0.0
4.350026e-02, 0.0
4.360001e-02, 0.0
4.370002e-02, 0.0
4.380027e-02, 0.0
4.390028e-02, 0.0
4.400022e-02, 0.0
4.410001e-02, 0.0
4.420014e-02, 0.0
4.430011e-02, 0.0
4.440022e-02, 0.0
4.450002e-02, 0.0
4.460007e-02, 0.0
4.470020e-02, 0.0
4.480018e-02, 0.0
4.490010e-02, 0.0
4.500026e-02, 0.0
4.510004e-02, 0.0
4.520004e-02, 0.0
4.530005e-02, 0.0
4.540023e-02, 0.0
4.550013e-02, 0.0
4.560020e-02, 0.0
4.570019e-02, 0.0
4.580015e-02, 0.0
4.590010e-02, 0.0
4.600006e-02, 0.0
4.610024e-02, 0.0
4.620013e-02, 0.0
4.630003e-02, 0.0
4.640010e-02, 0.0
4.650014e-02, 0.0
4.660009e-02, 0.0
4.670027e-02, 0.0
4.680015e-02, 0.0
4.690011e-02, 0.0
4.700015e-02, 0.0
4.710003e-02, 0.0
4.720018e-02, 0.0
4.730014e-02, 0.0
4.740012e-02, 0.0
4.750005e-02, 0.0
4.760024e-02, 0.0
4.770023e-02, 0.0
4.780010e-02, 0.0
4.790004e-02, 0.0
4.800016e-02, 0.0
4.810002e-02, 0.0
4.820005e-02, 0.0
4.830022e-02, 0.0
4.840019e-02, 0.0
4.850007e-02, 0.0
4.860020e-02, 0.0
4.870016e-02, 0.0
4.880007e-02, 0.0
4.890009e-02, 0.0
4.900019e-02, 0.0
4.910020e-02, 0.0
4.920024e-02, 0.0
4.930022e-02, 0.0
4.940023e-02, 0.0
4.950023e-02, 0.0
4.960023e-02, 0.0
4.970025e-02, 0.0
4.980012e-02, 0.0
4.990013e-02, 0.0
